"The 2009 PSSA Science School Level Proficiency Results",,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,
,,,,,,,,,,,,
"AUN","School #","County","IU Number","District","School","Grade","Group","Number Scored Science","% Advanced Science","% Proficient Science","% Basic Science","% Below Basic Science"
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",8,"Female",50,22.0,44.0,24.0,10.0
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",8,"White",111,21.6,39.6,23.4,15.3
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",8,"Economically Disadvantaged",40,7.5,45.0,27.5,20.0
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"All students",107,14.0,34.6,42.1,9.3
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"Male",51,13.7,43.1,39.2,3.9
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"Female",56,14.3,26.8,44.6,14.3
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"White",106,14.2,34.9,41.5,9.4
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"IEP",15,6.7,0.0,46.7,46.7
117416103,"000003056","Lycoming",17,"SOUTH WILLIAMSPORT AREA SD","SOUTH WILLIAMSPORT AREA JSHS",11,"Economically Disadvantaged",25,12.0,20.0,56.0,12.0
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"All students",72,69.4,22.2,6.9,1.4
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"Male",49,65.3,26.5,6.1,2.0
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"Female",23,78.3,13.0,8.7,0.0
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"White",35,85.7,8.6,5.7,0.0
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"Black",29,51.7,34.5,10.3,3.4
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"IEP",19,36.8,42.1,15.8,5.3
117417202,"000003057","Lycoming",17,"WILLIAMSPORT AREA SD","COCHRAN EL SCH",4,"Economically Disadvantaged",48,60.4,29.2,8.3,2.1
117417202,"000006367","Lycoming",17,"WILLIAMSPORT AREA SD","HEPBURN-LYCOMING EL",4,"All students",60,45.0,36.7,18.3,0.0
117417202,"000006367","Lycoming",17,"WILLIAMSPORT AREA SD","HEPBURN-LYCOMING EL",4,"Male",34,47.1,35.3,17.6,0.0
117417202,"000006367","Lycoming",17,"WILLIAMSPORT AREA SD","HEPBURN-LYCOMING EL",4,"Female",26,42.3,38.5,19.2,0.0
117417202,"000006367","Lycoming",17,"WILLIAMSPORT AREA SD","HEPBURN-LYCOMING EL",4,"White",57,43.9,36.8,19.3,0.0
117417202,"000006367","Lycoming",17,"WILLIAMSPORT AREA SD","HEPBURN-LYCOMING EL",4,"Economically Disadvantaged",24,37.5,37.5,25.0,0.0
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"All students",87,21.8,52.9,20.7,4.6
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"Male",37,21.6,51.4,18.9,8.1
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"Female",50,22.0,54.0,22.0,2.0
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"White",60,28.3,51.7,18.3,1.7
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"Black",15,13.3,46.7,26.7,13.3
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"IEP",14,14.3,35.7,42.9,7.1
117417202,"000003058","Lycoming",17,"WILLIAMSPORT AREA SD","JACKSON EL SCH",4,"Economically Disadvantaged",65,12.3,56.9,24.6,6.2
117417202,"000003070","Lycoming",17,"WILLIAMSPORT AREA SD","ROUND HILLS EL SCH",4,"All students",49,38.8,57.1,4.1,0.0
117417202,"000003070","Lycoming",17,"WILLIAMSPORT AREA SD","ROUND HILLS EL SCH",4,"Male",19,31.6,63.2,5.3,0.0
117417202,"000003070","Lycoming",17,"WILLIAMSPORT AREA SD","ROUND HILLS EL SCH",4,"Female",30,43.3,53.3,3.3,0.0
117417202,"000003070","Lycoming",17,"WILLIAMSPORT AREA SD","ROUND HILLS EL SCH",4,"White",43,39.5,55.8,4.7,0.0
117417202,"000003070","Lycoming",17,"WILLIAMSPORT AREA SD","ROUND HILLS EL SCH",4,"Economically Disadvantaged",15,26.7,66.7,6.7,0.0
117417202,"000003062","Lycoming",17,"WILLIAMSPORT AREA SD","SHERIDAN EL SCH",4,"All students",39,30.8,56.4,5.1,7.7
117417202,"000003062","Lycoming",17,"WILLIAMSPORT AREA SD","SHERIDAN EL SCH",4,"Male",21,33.3,57.1,9.5,0.0
117417202,"000003062","Lycoming",17,"WILLIAMSPORT AREA SD","SHERIDAN EL SCH",4,"Female",18,27.8,55.6,0.0,16.7
117417202,"000003062","Lycoming",17,"WILLIAMSPORT AREA SD","SHERIDAN EL SCH",4,"White",28,39.3,53.6,3.6,3.6
117417202,"000003062","Lycoming",17,"WILLIAMSPORT AREA SD","SHERIDAN EL SCH",4,"Economically Disadvantaged",25,20.0,68.0,0.0,12.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"All students",54,61.1,33.3,5.6,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"Male",26,61.5,34.6,3.8,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"Female",28,60.7,32.1,7.1,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"White",27,70.4,29.6,0.0,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"Black",21,57.1,33.3,9.5,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"IEP",10,60.0,40.0,0.0,0.0
117417202,"000007061","Lycoming",17,"WILLIAMSPORT AREA SD","STEVENS EL SCH",4,"Economically Disadvantaged",43,58.1,37.2,4.7,0.0
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"All students",111,12.6,27.0,28.8,31.5
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"Male",59,11.9,28.8,27.1,32.2
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"Female",52,13.5,25.0,30.8,30.8
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"White",61,19.7,39.3,27.9,13.1
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"Black",46,2.2,13.0,28.3,56.5
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"IEP",28,0.0,7.1,35.7,57.1
117417202,"000003073","Lycoming",17,"WILLIAMSPORT AREA SD","CURTIN MS",8,"Economically Disadvantaged",64,3.1,18.8,32.8,45.3
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"All students",159,28.9,39.0,22.0,10.1
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"Male",86,31.4,40.7,16.3,11.6
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"Female",73,26.0,37.0,28.8,8.2
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"White",148,29.1,41.2,20.9,8.8
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"IEP",21,0.0,14.3,38.1,47.6
117417202,"000006861","Lycoming",17,"WILLIAMSPORT AREA SD","LYCOMING VALLEY MS",8,"Economically Disadvantaged",48,14.6,37.5,31.3,16.7
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"All students",132,15.2,31.8,22.7,30.3
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"Male",70,22.9,28.6,20.0,28.6
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"Female",62,6.5,35.5,25.8,32.3
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"White",78,17.9,38.5,23.1,20.5
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"Black",48,10.4,20.8,18.8,50.0
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"IEP",23,0.0,8.7,17.4,73.9
117417202,"000003074","Lycoming",17,"WILLIAMSPORT AREA SD","ROOSEVELT MS",8,"Economically Disadvantaged",96,14.6,28.1,24.0,33.3
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"All students",373,11.3,15.0,46.4,27.3
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"Male",178,14.0,16.3,41.6,28.1
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"Female",195,8.7,13.8,50.8,26.7
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"White",288,12.8,17.4,49.3,20.5
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"Black",71,1.4,4.2,35.2,59.2
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"IEP",77,1.3,6.5,19.5,72.7
117417202,"000006368","Lycoming",17,"WILLIAMSPORT AREA SD","WILLIAMSPORT AREA SH",11,"Economically Disadvantaged",163,3.1,9.8,44.8,42.3
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"All students",183,28.4,48.6,14.8,8.2
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"Male",81,32.1,45.7,12.3,9.9
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"Female",102,25.5,51.0,16.7,6.9
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"White",177,29.4,48.0,14.1,8.5
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"IEP",23,8.7,47.8,13.0,30.4
109420803,"000007281","Mckean",9,"BRADFORD AREA SD","SCHOOL STREET EL SCH",4,"Economically Disadvantaged",87,14.9,49.4,25.3,10.3
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"All students",192,22.9,37.5,21.9,17.7
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"Male",87,29.9,35.6,19.5,14.9
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"Female",105,17.1,39.0,23.8,20.0
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"White",180,22.8,38.3,21.1,17.8
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"IEP",19,0.0,10.5,26.3,63.2
109420803,"000003092","Mckean",9,"BRADFORD AREA SD","FLOYD FRETZ MD SCH",8,"Economically Disadvantaged",60,13.3,35.0,30.0,21.7
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"All students",221,16.3,13.1,54.3,16.3
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"Male",106,20.8,15.1,49.1,15.1
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"Female",115,12.2,11.3,59.1,17.4
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"White",215,16.7,13.5,54.4,15.3
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"IEP",26,0.0,0.0,34.6,65.4
109420803,"000004691","Mckean",9,"BRADFORD AREA SD","BRADFORD AREA HS",11,"Economically Disadvantaged",48,12.5,0.0,56.3,31.3
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"All students",98,31.6,49.0,19.4,0.0
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"Male",50,20.0,50.0,30.0,0.0
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"Female",48,43.8,47.9,8.3,0.0
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"White",97,32.0,48.5,19.6,0.0
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"IEP",27,3.7,63.0,33.3,0.0
109422303,"000005244","Mckean",9,"KANE AREA SD","CHESTNUT STREET EL S",4,"Economically Disadvantaged",31,29.0,45.2,25.8,0.0
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"All students",96,12.5,37.5,26.0,24.0
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"Male",52,11.5,38.5,28.8,21.2
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"Female",44,13.6,36.4,22.7,27.3
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"White",90,12.2,36.7,26.7,24.4
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"IEP",12,0.0,0.0,25.0,75.0
109422303,"000003100","Mckean",9,"KANE AREA SD","KANE AREA MS",8,"Economically Disadvantaged",28,7.1,35.7,28.6,28.6
109422303,"000005245","Mckean",9,"KANE AREA SD","KANE AREA HS",11,"All students",106,21.7,22.6,40.6,15.1
109422303,"000005245","Mckean",9,"KANE AREA SD","KANE AREA HS",11,"Male",50,20.0,18.0,44.0,18.0
109422303,"000005245","Mckean",9,"KANE AREA SD","KANE AREA HS",11,"Female",55,23.6,27.3,38.2,10.9
109422303,"000005245","Mckean",9,"KANE AREA SD","KANE AREA HS",11,"White",103,21.4,23.3,40.8,14.6
109422303,"000005245","Mckean",9,"KANE AREA SD","KANE AREA HS",11,"Economically Disadvantaged",19,21.1,36.8,36.8,5.3
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"All students",45,57.8,37.8,2.2,2.2
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"Male",19,52.6,42.1,0.0,5.3
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"Female",26,61.5,34.6,3.8,0.0
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"White",44,56.8,38.6,2.3,2.3
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"IEP",10,30.0,50.0,10.0,10.0
109426003,"000003106","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED EL SCH",4,"Economically Disadvantaged",17,52.9,47.1,0.0,0.0
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",8,"All students",42,16.7,23.8,28.6,31.0
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",8,"Male",18,27.8,11.1,22.2,38.9
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",8,"Female",24,8.3,33.3,33.3,25.0
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",8,"White",42,16.7,23.8,28.6,31.0
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",8,"Economically Disadvantaged",14,21.4,21.4,35.7,21.4
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",11,"All students",63,6.3,22.2,54.0,17.5
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",11,"Male",26,11.5,23.1,50.0,15.4
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",11,"Female",37,2.7,21.6,56.8,18.9
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",11,"White",62,6.5,21.0,54.8,17.7
109426003,"000003107","Mckean",9,"OTTO-ELDRED SD","OTTO-ELDRED JSHS",11,"Economically Disadvantaged",27,3.7,22.2,55.6,18.5
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"All students",63,25.4,55.6,17.5,1.6
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"Male",27,29.6,48.1,18.5,3.7
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"Female",36,22.2,61.1,16.7,0.0
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"White",63,25.4,55.6,17.5,1.6
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"IEP",13,0.0,61.5,30.8,7.7
109426303,"000007055","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY EL SCH",4,"Economically Disadvantaged",24,33.3,50.0,16.7,0.0
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"All students",74,29.7,35.1,16.2,18.9
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"Male",43,30.2,37.2,14.0,18.6
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"Female",31,29.0,32.3,19.4,19.4
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"White",71,29.6,35.2,15.5,19.7
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"IEP",12,0.0,8.3,16.7,75.0
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",8,"Economically Disadvantaged",12,25.0,41.7,25.0,8.3
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"All students",74,12.2,23.0,45.9,18.9
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"Male",39,15.4,23.1,46.2,15.4
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"Female",35,8.6,22.9,45.7,22.9
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"White",73,12.3,23.3,45.2,19.2
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"IEP",10,0.0,0.0,40.0,60.0
109426303,"000003111","Mckean",9,"PORT ALLEGANY SD","PORT ALLEGANY JSHS",11,"Economically Disadvantaged",29,3.4,20.7,51.7,24.1
109427503,"000003116","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA EL SCH",4,"All students",62,35.5,48.4,14.5,1.6
109427503,"000003116","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA EL SCH",4,"Male",29,37.9,44.8,13.8,3.4
109427503,"000003116","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA EL SCH",4,"Female",33,33.3,51.5,15.2,0.0
109427503,"000003116","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA EL SCH",4,"White",62,35.5,48.4,14.5,1.6
109427503,"000003116","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA EL SCH",4,"Economically Disadvantaged",23,26.1,47.8,21.7,4.3
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"All students",71,14.1,40.8,19.7,25.4
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"Male",42,11.9,40.5,19.0,28.6
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"Female",29,17.2,41.4,20.7,20.7
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"White",70,12.9,41.4,20.0,25.7
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"IEP",12,8.3,8.3,25.0,58.3
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",8,"Economically Disadvantaged",15,13.3,40.0,26.7,20.0
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",11,"All students",67,14.9,13.4,55.2,16.4
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",11,"Male",39,23.1,7.7,53.8,15.4
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",11,"Female",28,3.6,21.4,57.1,17.9
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",11,"White",67,14.9,13.4,55.2,16.4
109427503,"000003117","Mckean",9,"SMETHPORT AREA SD","SMETHPORT AREA JSHS",11,"Economically Disadvantaged",24,0.0,0.0,79.2,20.8
104431304,"000007450","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY SCH",4,"All students",31,80.6,19.4,0.0,0.0
104431304,"000007450","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY SCH",4,"Male",14,78.6,21.4,0.0,0.0
104431304,"000007450","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY SCH",4,"Female",17,82.4,17.6,0.0,0.0
104431304,"000007450","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY SCH",4,"White",30,80.0,20.0,0.0,0.0
104431304,"000007450","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY SCH",4,"Economically Disadvantaged",12,83.3,16.7,0.0,0.0
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",8,"All students",49,30.6,40.8,14.3,14.3
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",8,"Male",25,24.0,48.0,20.0,8.0
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",8,"Female",24,37.5,33.3,8.3,20.8
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",8,"White",48,31.3,41.7,12.5,14.6
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",8,"Economically Disadvantaged",13,23.1,30.8,15.4,30.8
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",11,"All students",53,11.3,22.6,60.4,5.7
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",11,"Male",33,9.1,21.2,63.6,6.1
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",11,"Female",20,15.0,25.0,55.0,5.0
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",11,"White",52,11.5,23.1,59.6,5.8
104431304,"000006122","Mercer",4,"COMMODORE PERRY SD","COMMODORE PERRY JSHS",11,"Economically Disadvantaged",20,5.0,25.0,60.0,10.0
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"All students",66,7.6,53.0,34.8,4.5
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"Male",32,6.3,50.0,37.5,6.3
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"Female",34,8.8,55.9,32.4,2.9
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"White",11,18.2,54.5,27.3,0.0
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"Black",53,5.7,52.8,35.8,5.7
104432503,"000007119","Mercer",4,"FARRELL AREA SD","FARRELL AREA ES/LMS",4,"Economically Disadvantaged",51,7.8,58.8,31.4,2.0
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"All students",63,0.0,17.5,23.8,58.7
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"Male",33,0.0,21.2,21.2,57.6
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"Female",30,0.0,13.3,26.7,60.0
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"White",16,0.0,31.3,31.3,37.5
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"Black",47,0.0,12.8,21.3,66.0
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",8,"Economically Disadvantaged",51,0.0,17.6,25.5,56.9
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",11,"All students",59,3.4,1.7,39.0,55.9
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",11,"Male",34,2.9,0.0,41.2,55.9
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",11,"Female",25,4.0,4.0,36.0,56.0
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",11,"Black",53,0.0,1.9,37.7,60.4
104432503,"000005248","Mercer",4,"FARRELL AREA SD","FARRELL AREA HS/UMS",11,"Economically Disadvantaged",41,4.9,2.4,36.6,56.1
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"All students",101,46.5,39.6,11.9,2.0
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"Male",47,46.8,42.6,8.5,2.1
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"Female",53,45.3,37.7,15.1,1.9
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"White",100,46.0,40.0,12.0,2.0
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"IEP",14,14.3,42.9,35.7,7.1
104432803,"000003135","Mercer",4,"GREENVILLE AREA SD","EAST EL SCH",4,"Economically Disadvantaged",40,25.0,57.5,15.0,2.5
104432803,"000003137","Mercer",4,"GREENVILLE AREA SD","GREENVILLE JSHS",8,"All students",95,24.2,31.6,22.1,22.1
