"The 2009 PSSA Writing School Level Proficiency Results",,,,,,,,,,,,
"(Full Academic Year; No PASA Scores) Groups with less than 10 students assessed were removed from the file. Percentages were rounded to the nearest tenth. Proficiency percentages may not add up to 100 due to rounding.",,,,,,,,,,,,
,,,,,,,,,,,,
"AUN","School #","County","IU Number","District","School","Grade","Group","Number Scored Writing","% Advanced Writing","% Proficient Writing","% Basic Writing","% Below Basic Writing"
119352203,"000007712","Lackawanna",19,"DUNMORE SD","DUNMORE MIDDLE SCHOOL",8,"Male",48,14.6,83.3,2.1,0.0
119352203,"000007712","Lackawanna",19,"DUNMORE SD","DUNMORE MIDDLE SCHOOL",8,"Female",54,7.4,85.2,7.4,0.0
119352203,"000007712","Lackawanna",19,"DUNMORE SD","DUNMORE MIDDLE SCHOOL",8,"White",99,11.1,84.8,4.0,0.0
119352203,"000007712","Lackawanna",19,"DUNMORE SD","DUNMORE MIDDLE SCHOOL",8,"Economically Disadvantaged",13,7.7,76.9,15.4,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",5,"All students",23,0.0,52.2,47.8,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",5,"Male",12,0.0,41.7,58.3,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",5,"Female",11,0.0,63.6,36.4,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",5,"White",18,0.0,38.9,61.1,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",5,"Economically Disadvantaged",16,0.0,56.3,43.8,0.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",8,"All students",10,0.0,90.0,0.0,10.0
119350001,"000007746","Lackawanna",19,"FELL CS","FELL CS",8,"White",10,0.0,90.0,0.0,10.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"All students",69,0.0,72.5,27.5,0.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"Male",34,0.0,67.6,32.4,0.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"Female",35,0.0,77.1,22.9,0.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"White",69,0.0,72.5,27.5,0.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"IEP",10,0.0,20.0,80.0,0.0
119354603,"000006403","Lackawanna",19,"LAKELAND SD","LAKELAND EL SCH",5,"Economically Disadvantaged",19,0.0,63.2,36.8,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"All students",116,18.1,54.3,22.4,5.2
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"Male",68,17.6,51.5,23.5,7.4
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"Female",48,18.8,58.3,20.8,2.1
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"White",115,18.3,53.9,22.6,5.2
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"IEP",23,0.0,34.8,39.1,26.1
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",8,"Economically Disadvantaged",31,12.9,45.2,35.5,6.5
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"All students",106,43.4,48.1,8.5,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"Male",50,34.0,52.0,14.0,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"Female",56,51.8,44.6,3.6,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"White",104,42.3,49.0,8.7,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"IEP",10,0.0,60.0,40.0,0.0
119354603,"000006404","Lackawanna",19,"LAKELAND SD","LAKELAND JSHS",11,"Economically Disadvantaged",21,33.3,47.6,19.0,0.0
119354603,"000007146","Lackawanna",19,"LAKELAND SD","MAYFIELD EL SCH",5,"All students",45,0.0,62.2,37.8,0.0
119354603,"000007146","Lackawanna",19,"LAKELAND SD","MAYFIELD EL SCH",5,"Male",27,0.0,44.4,55.6,0.0
119354603,"000007146","Lackawanna",19,"LAKELAND SD","MAYFIELD EL SCH",5,"Female",18,0.0,88.9,11.1,0.0
119354603,"000007146","Lackawanna",19,"LAKELAND SD","MAYFIELD EL SCH",5,"White",45,0.0,62.2,37.8,0.0
119354603,"000007146","Lackawanna",19,"LAKELAND SD","MAYFIELD EL SCH",5,"Economically Disadvantaged",23,0.0,52.2,47.8,0.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"All students",134,0.0,17.9,81.3,0.7
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"Male",70,0.0,14.3,84.3,1.4
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"Female",64,0.0,21.9,78.1,0.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"White",101,0.0,22.8,76.2,1.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"Black",13,0.0,7.7,92.3,0.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"Hispanic",17,0.0,0.0,100.0,0.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"IEP",20,0.0,0.0,95.0,5.0
119355503,"000002423","Lackawanna",19,"MID VALLEY SD","MID VALLEY EL CTR",5,"Economically Disadvantaged",61,0.0,11.5,86.9,1.6
119355503,"000007890","Lackawanna",19,"MID VALLEY SD","MID VALLEY HS",11,"All students",120,20.0,70.0,8.3,1.7
119355503,"000007890","Lackawanna",19,"MID VALLEY SD","MID VALLEY HS",11,"Male",60,13.3,70.0,13.3,3.3
119355503,"000007890","Lackawanna",19,"MID VALLEY SD","MID VALLEY HS",11,"Female",60,26.7,70.0,3.3,0.0
119355503,"000007890","Lackawanna",19,"MID VALLEY SD","MID VALLEY HS",11,"White",112,21.4,68.8,8.0,1.8
119355503,"000007890","Lackawanna",19,"MID VALLEY SD","MID VALLEY HS",11,"Economically Disadvantaged",30,13.3,63.3,20.0,3.3
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"All students",135,12.6,66.7,12.6,8.1
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"Male",68,7.4,63.2,16.2,13.2
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"Female",67,17.9,70.1,9.0,3.0
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"White",121,13.2,67.8,9.9,9.1
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"Hispanic",10,10.0,40.0,50.0,0.0
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"IEP",28,0.0,25.0,35.7,39.3
119355503,"000007891","Lackawanna",19,"MID VALLEY SD","MID VALLEY MS",8,"Economically Disadvantaged",63,7.9,58.7,19.0,14.3
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"All students",64,7.8,75.0,17.2,0.0
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"Male",33,3.0,72.7,24.2,0.0
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"Female",31,12.9,77.4,9.7,0.0
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"White",60,8.3,75.0,16.7,0.0
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"IEP",17,0.0,64.7,35.3,0.0
119356503,"000002444","Lackawanna",19,"NORTH POCONO SD","JEFFERSON EL SCH",5,"Economically Disadvantaged",17,5.9,76.5,17.6,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"All students",183,1.1,76.5,22.4,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"Male",100,1.0,67.0,32.0,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"Female",83,1.2,88.0,10.8,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"White",177,1.1,76.3,22.6,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"IEP",28,0.0,39.3,60.7,0.0
119356503,"000007409","Lackawanna",19,"NORTH POCONO SD","MOSCOW EL CTR",5,"Economically Disadvantaged",56,3.6,69.6,26.8,0.0
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"All students",252,20.6,65.1,11.9,2.4
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"Male",143,15.4,63.6,16.8,4.2
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"Female",109,27.5,67.0,5.5,0.0
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"White",242,21.1,66.1,10.3,2.5
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"IEP",31,0.0,45.2,38.7,16.1
119356503,"000002446","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO HS",11,"Economically Disadvantaged",66,16.7,63.6,16.7,3.0
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"All students",271,9.2,76.4,13.3,1.1
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"Male",144,7.6,70.1,20.8,1.4
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"Female",126,11.1,84.1,4.0,0.8
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"White",247,9.7,76.9,12.6,0.8
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"Hispanic",10,0.0,80.0,10.0,10.0
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"IEP",31,0.0,58.1,35.5,6.5
119356503,"000005233","Lackawanna",19,"NORTH POCONO SD","NORTH POCONO MS",8,"Economically Disadvantaged",78,0.0,78.2,19.2,2.6
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"All students",63,0.0,15.9,84.1,0.0
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"Male",27,0.0,7.4,92.6,0.0
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"Female",36,0.0,22.2,77.8,0.0
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"White",58,0.0,15.5,84.5,0.0
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"IEP",13,0.0,0.0,100.0,0.0
119356603,"000002448","Lackawanna",19,"OLD FORGE SD","OLD FORGE EL SCH",5,"Economically Disadvantaged",26,0.0,3.8,96.2,0.0
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"All students",69,0.0,71.0,24.6,4.3
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"Male",32,0.0,59.4,31.3,9.4
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"Female",37,0.0,81.1,18.9,0.0
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"White",64,0.0,71.9,23.4,4.7
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"IEP",16,0.0,50.0,43.8,6.3
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",8,"Economically Disadvantaged",28,0.0,64.3,32.1,3.6
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",11,"All students",50,6.0,58.0,32.0,4.0
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",11,"Male",27,3.7,55.6,33.3,7.4
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",11,"Female",23,8.7,60.9,30.4,0.0
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",11,"White",47,6.4,57.4,31.9,4.3
119356603,"000002449","Lackawanna",19,"OLD FORGE SD","OLD FORGE JSHS",11,"Economically Disadvantaged",12,0.0,41.7,58.3,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"All students",109,4.6,67.0,28.4,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"Male",52,3.8,61.5,34.6,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"Female",57,5.3,71.9,22.8,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"White",95,4.2,68.4,27.4,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"Hispanic",10,0.0,50.0,50.0,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"IEP",18,0.0,11.1,88.9,0.0
119357003,"000005093","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE EAST EL SCH",5,"Economically Disadvantaged",49,8.2,51.0,40.8,0.0
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"All students",110,5.5,59.1,27.3,8.2
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"Male",64,4.7,53.1,31.3,10.9
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"Female",46,6.5,67.4,21.7,4.3
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"White",103,5.8,62.1,25.2,6.8
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"IEP",17,0.0,5.9,64.7,29.4
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",8,"Economically Disadvantaged",36,5.6,41.7,41.7,11.1
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"All students",102,5.9,81.4,11.8,1.0
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"Male",54,5.6,74.1,20.4,0.0
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"Female",48,6.3,89.6,2.1,2.1
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"White",92,5.4,82.6,10.9,1.1
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"IEP",12,0.0,33.3,58.3,8.3
119357003,"000002496","Lackawanna",19,"RIVERSIDE  SD","RIVERSIDE JSHS",11,"Economically Disadvantaged",27,7.4,70.4,22.2,0.0
119357402,"000005149","Lackawanna",19,"SCRANTON SD","CHARLES SUMNER #18",5,"All students",45,0.0,26.7,71.1,2.2
119357402,"000005149","Lackawanna",19,"SCRANTON SD","CHARLES SUMNER #18",5,"Male",19,0.0,5.3,89.5,5.3
119357402,"000005149","Lackawanna",19,"SCRANTON SD","CHARLES SUMNER #18",5,"Female",26,0.0,42.3,57.7,0.0
119357402,"000005149","Lackawanna",19,"SCRANTON SD","CHARLES SUMNER #18",5,"White",36,0.0,25.0,72.2,2.8
119357402,"000005149","Lackawanna",19,"SCRANTON SD","CHARLES SUMNER #18",5,"Economically Disadvantaged",24,0.0,25.0,70.8,4.2
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"All students",92,0.0,29.3,69.6,1.1
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"Male",48,0.0,20.8,77.1,2.1
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"Female",44,0.0,38.6,61.4,0.0
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"White",68,0.0,32.4,67.6,0.0
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"Hispanic",13,0.0,15.4,84.6,0.0
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"IEP",24,0.0,20.8,75.0,4.2
119357402,"000002474","Lackawanna",19,"SCRANTON SD","FRANCES WILLARD #32",5,"Economically Disadvantaged",60,0.0,15.0,83.3,1.7
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"All students",33,0.0,12.1,87.9,0.0
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"Male",15,0.0,20.0,80.0,0.0
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"Female",18,0.0,5.6,94.4,0.0
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"White",13,0.0,23.1,76.9,0.0
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"Hispanic",12,0.0,0.0,100.0,0.0
119357402,"000002476","Lackawanna",19,"SCRANTON SD","GEORGE BANCROFT #34",5,"Economically Disadvantaged",26,0.0,7.7,92.3,0.0
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"All students",32,0.0,12.5,78.1,9.4
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"Male",19,0.0,10.5,78.9,10.5
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"Female",13,0.0,15.4,76.9,7.7
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"White",16,0.0,12.5,75.0,12.5
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"IEP",13,0.0,0.0,76.9,23.1
119357402,"000002455","Lackawanna",19,"SCRANTON SD","JOHN ADAMS #4",5,"Economically Disadvantaged",25,0.0,12.0,84.0,4.0
119357402,"000004736","Lackawanna",19,"SCRANTON SD","JOHN F. KENNEDY #7",5,"All students",31,0.0,51.6,48.4,0.0
119357402,"000004736","Lackawanna",19,"SCRANTON SD","JOHN F. KENNEDY #7",5,"Male",17,0.0,29.4,70.6,0.0
119357402,"000004736","Lackawanna",19,"SCRANTON SD","JOHN F. KENNEDY #7",5,"Female",14,0.0,78.6,21.4,0.0
119357402,"000004736","Lackawanna",19,"SCRANTON SD","JOHN F. KENNEDY #7",5,"White",18,0.0,55.6,44.4,0.0
119357402,"000004736","Lackawanna",19,"SCRANTON SD","JOHN F. KENNEDY #7",5,"Economically Disadvantaged",22,0.0,45.5,54.5,0.0
119357402,"000004858","Lackawanna",19,"SCRANTON SD","JOHN G WHITTIER #2",5,"All students",53,0.0,24.5,75.5,0.0
119357402,"000004858","Lackawanna",19,"SCRANTON SD","JOHN G WHITTIER #2",5,"Male",26,0.0,7.7,92.3,0.0
119357402,"000004858","Lackawanna",19,"SCRANTON SD","JOHN G WHITTIER #2",5,"Female",27,0.0,40.7,59.3,0.0
119357402,"000004858","Lackawanna",19,"SCRANTON SD","JOHN G WHITTIER #2",5,"White",40,0.0,30.0,70.0,0.0
119357402,"000004858","Lackawanna",19,"SCRANTON SD","JOHN G WHITTIER #2",5,"Economically Disadvantaged",29,0.0,17.2,82.8,0.0
119357402,"000002482","Lackawanna",19,"SCRANTON SD","JOHN J. AUDUBON #42",5,"All students",21,0.0,28.6,71.4,0.0
119357402,"000002482","Lackawanna",19,"SCRANTON SD","JOHN J. AUDUBON #42",5,"Female",14,0.0,35.7,64.3,0.0
119357402,"000002482","Lackawanna",19,"SCRANTON SD","JOHN J. AUDUBON #42",5,"Black",10,0.0,20.0,80.0,0.0
119357402,"000002482","Lackawanna",19,"SCRANTON SD","JOHN J. AUDUBON #42",5,"Economically Disadvantaged",18,0.0,22.2,77.8,0.0
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"All students",50,0.0,40.0,58.0,2.0
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"Male",27,0.0,33.3,63.0,3.7
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"Female",23,0.0,47.8,52.2,0.0
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"White",43,0.0,46.5,51.2,2.3
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"IEP",15,0.0,26.7,66.7,6.7
119357402,"000002481","Lackawanna",19,"SCRANTON SD","JOHN MARSHALL #41",5,"Economically Disadvantaged",20,0.0,30.0,70.0,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"All students",37,0.0,24.3,75.7,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"Male",21,0.0,33.3,66.7,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"Female",16,0.0,12.5,87.5,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"White",29,0.0,27.6,72.4,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"IEP",13,0.0,15.4,84.6,0.0
119357402,"000006971","Lackawanna",19,"SCRANTON SD","LINCOLN-JACKSON #14",5,"Economically Disadvantaged",28,0.0,21.4,78.6,0.0
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"All students",50,0.0,40.0,58.0,2.0
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"Male",21,0.0,23.8,76.2,0.0
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"Female",29,0.0,51.7,44.8,3.4
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"White",29,0.0,44.8,51.7,3.4
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"Hispanic",11,0.0,18.2,81.8,0.0
119357402,"000006970","Lackawanna",19,"SCRANTON SD","MCNICHOLS PLAZA",5,"Economically Disadvantaged",34,0.0,32.4,64.7,2.9
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"All students",61,1.6,44.3,54.1,0.0
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"Male",29,0.0,31.0,69.0,0.0
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"Female",32,3.1,56.3,40.6,0.0
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"White",48,2.1,41.7,56.3,0.0
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"IEP",16,0.0,12.5,87.5,0.0
119357402,"000005232","Lackawanna",19,"SCRANTON SD","NEIL ARMSTRONG #40",5,"Economically Disadvantaged",33,0.0,33.3,66.7,0.0
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"All students",228,7.0,71.1,19.3,2.6
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Male",117,2.6,68.4,25.6,3.4
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Female",111,11.7,73.9,12.6,1.8
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"White",155,7.1,74.8,15.5,2.6
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Black",22,0.0,63.6,36.4,0.0
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Hispanic",21,14.3,66.7,19.0,0.0
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Asian",17,5.9,58.8,23.5,11.8
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Multi-ethnic",13,7.7,61.5,30.8,0.0
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"IEP",39,2.6,38.5,53.8,5.1
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"ELL",18,0.0,27.8,50.0,22.2
119357402,"000007700","Lackawanna",19,"SCRANTON SD","NORTHEAST INTRMD SCH",8,"Economically Disadvantaged",130,6.9,61.5,28.5,3.1
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"All students",42,0.0,35.7,61.9,2.4
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"Male",26,0.0,30.8,65.4,3.8
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"Female",16,0.0,43.8,56.3,0.0
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"White",38,0.0,39.5,60.5,0.0
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"IEP",10,0.0,10.0,80.0,10.0
119357402,"000004952","Lackawanna",19,"SCRANTON SD","ROBERT MORRIS #27",5,"Economically Disadvantaged",19,0.0,26.3,68.4,5.3
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"All students",378,14.6,78.3,6.9,0.3
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Male",194,11.3,80.4,7.7,0.5
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Female",184,17.9,76.1,6.0,0.0
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"White",278,18.0,76.3,5.4,0.4
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Black",30,3.3,90.0,6.7,0.0
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Hispanic",47,2.1,83.0,14.9,0.0
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Asian",21,14.3,76.2,9.5,0.0
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"IEP",47,2.1,74.5,21.3,2.1
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"ELL",21,0.0,71.4,28.6,0.0
119357402,"000006413","Lackawanna",19,"SCRANTON SD","SCRANTON HS",11,"Economically Disadvantaged",142,5.6,84.5,9.9,0.0
119357402,"000002487","Lackawanna",19,"SCRANTON SD","SOUTH SCRANTON INTRM",8,"All students",151,11.9,63.6,23.8,0.7
119357402,"000002487","Lackawanna",19,"SCRANTON SD","SOUTH SCRANTON INTRM",8,"Male",66,6.1,65.2,27.3,1.5
